customer_id,total_orders,avg_order_value,avg_rating,ratings_given
01586c146e9adbf9f399fc0e20e64d4945d785980a04b6f679ab6d94e172238e,4,911.9725000000001,3.0,4.0
0162a729c8a1c95cf0b8d22dc85a56c964e8817ffefb9dd77ff82b8a928a3ac7,1,376.95,,
0166215d912c9c0d89116ead5d543e8e6b6435a521bba87b8e2011907888c38d,2,325.5,3.0,1.0
016660c635e4b9cac6a3604d1a6c7eb7652cb15f0f48f426696b792e2e3287c9,2,490.35,,
016d4d7a87bd725966335c9179659a86d27de289e08931c58b9eb3f1d9848882,1,1339.8,,
0170711e853e76832892f81853f07564a9fb1d41d4cf5dc75e44d605fc3753b6,2,471.975,4.0,1.0
0180f7437725a8e04c7a26c2418219d5c169d19ee025c045629605f6e76d675a,1,325.5,,
01811c9aae029f47f16eb647ea7f9fa184319a77c06f4126818ac7558066dc71,1,1224.83,,
018123230ca51d32eaeb735ce3d5ed0749a1799b9d2ab847d45d13ebef37ef00,4,814.315,,
018e6dd7c546a44f91c86fab94ee919c03ff4486d8ea77b1f171d032744a79c6,2,570.1500000000001,,
0195bd8dbf5f9c84a74f7a7e743eb886a282a8c906d157203913078f3c5e02c5,1,566.06,,
019884b17a1023ac33ae8650a4978589913ced69d9b6e857b1dce80c4565fb2d,1,176.4,,
01999ebb8bde3920972d1893864251a0c935cfbc9dcec720442a14600178548d,1,298.73,,
01a12119ae490238adcd08ddcb8ec575f1e52f7a5e32092daca1dac146cc2a1a,4,437.0625,5.0,1.0
01addfa2a3daee7c98ee314b836a9ddb987ce281cdad404541dc39cf255f83c3,1,399.0,,
01b3110a11f2db22861c9dd0b5b93b2ccbf60b9efb18cd35ef37826623d23bd7,1,168.0,,
01b7dbdf238ea2178614f2db9bee5f82cb37ed02fd09f6533d0718a8a62d20c1,1,733.43,,
01b8b46f292a52e12264a0c5a0d8c2ba74097bde1bb24701c320517d2e193560,1,408.45,,
01beb704bf9a3f0297bcb51a4a9fbd30de357ea4077f0836ed1d9ce0981209cf,1,198.45,,
01d4eaf812ee1bfc1b592bf7f3553c317f87eab2ea9de5a01de8e72bd7441025,1,220.5,,
01d9f85ae4f9d8d5e1107b9cefb5d247abd3d5432ae5edfa820ca3326ab1af90,1,984.9,5.0,1.0
01dad68e8ecbd0d6a89a9cee7483390f84103f03cf69a4116cf9bb441bcb4c9f,2,726.6,,
01db133d14c0a6dc54c95f667a8a22f1251c20c638d2d0f8f46714235a242b0e,1,901.95,,
01dd2b87b27e720458734d14a09c13037c026bd4ee8ad4e3e46ef02639642258,1,204.75,,
01dd65c391d40a4f2ac8eca9592c629588a3893f3630a4d3da06301854dec055,2,664.65,5.0,1.0
01ef393151c4b8196ce158f41339db967df4e631d3538d5e6601b21716365403,3,622.3000000000001,,
01f96e192b13dfa7ba042246d30bd87f83fd43437bae8326a40085cc318f00fb,1,331.8,,
02024582ce197add20ec125fa577548ff1d816a83d64189de355d91ec9f39c97,1,963.9,1.0,1.0
0208ce88bb99d1b3bb99a63a506bc0fbf08715e383e14707e3576e8b09902aa7,3,882.7733333333334,,
0208e406ecc175581021b4089d4d1a205b706d3e242eadb9a13fbededa16ea34,1,659.4,,
020b811c66c4b17d5fbb65c9e63e7fb2b6df39fd46c400d1f08a221e06c56732,1,439.43,,
020f558878ff365e28715481fd6ba44a4636901a7eb746833cc156d96a62a7f6,1,681.45,,
0211453fb0f6c1fcc90d2d6aa9480cb3670d5b3cd75958ed4a1b25308ba7e18c,2,593.25,,
0211d7d01984db17391a32370642041c172bc79218a0130466babcfcc87cc880,1,397.95,,
0224ba339340138e5665517453962a772b4ff86dc7ed5aea2dbca7c3daa1169c,1,899.85,,
0229e3fe66988158c07eb1ae46abf3dfc1cf55015e0b87df5b9ae9b448252546,1,187.95,,
023b2a82553f8dbfeb5b521c92eeefbda30b6d14e0c6e4d37a611231fb289fc0,2,145.66,,
0249452b0f39e83be33a78f817f811a5a6aab8c86df01bc2beb9021386043f0a,1,523.95,,
024dd68445af51d5d82fbd029a6b66f1146ca6ddc6d704b4d93a7bc112fae41e,1,1331.4,,
025163c654622e12a297fe358eacabdc851dd9ef3eedb1b1bad1d8a834a369c9,3,442.8333333333333,,
02539fdd4b8189364dec34fb30db5330caad1a8d68ae85a44d5690d8c553d909,2,779.0999999999999,,
025904185d5c917cf011e0d22ae23f65fcbb05177a6264fdf1ebd99b4dfc0031,1,606.9,,
025d8e34dc39f385c0bb2706fb72bda3e43b21f4236a3967d2eefb3da691a424,1,372.75,,
025e4d4b57ab0732f25089dfe1bc396317710b531079c7945e1d205a1f242a57,1,481.95,5.0,1.0
0262581f598f58bc6275f7df2ba81546387e99a2ed24dcc1c5b71fd1dee7f85d,1,418.95,,
0262846ad6d34cb9e39095fccca3508abbfc30978ec288c5b98381398273635f,1,649.95,,
0263ad6cee1d738934904fd04d5dba0289678e12abd48a46fcc033999ef2e16b,3,341.25,5.0,1.0
02696c06d1ea0a0f897d8fd54217835337d33c8dad76a3ef30b63a324e27d4a2,2,168.0,,
0274d25c8cad145248d93169c477d9ce4da376431c149499d46e5eb9f3f9c856,1,1204.35,,
02782daa593b198887d5dac4c2c0464e10087ff68659fa9f2131995dae8fb8bc,1,325.5,,
0292131ccd9006e9c7aea04d414f49a649e2e180429ab88f28362ebb32f8feda,1,691.95,,
02951bcc81b55297c4afe1487633734bdd05a50bb25fa33c60f55e4eae171c5c,1,220.5,,
029bf7944b46fa4a1e608f7d5d7bce16ac9ec8d93b779d8333b4b50946c91bd2,2,885.485,,
02a5bbfd90effca552a772b31add5efeff9d9bfe961f9ad8a6cade4864f29790,1,502.95,,
02b15033a9d400acd88f0d2be6c0ce6f2f56f723f8f2df02208ae1749093ad3a,1,710.85,,
02b47a5845b3a82bb90adeb9e05542f1230cc2fbfd6f63f6813904a2f4624305,5,381.256,,
02b57794cda902728202cbf94ea09b7b1fad3a2cdb405792dde4274a2efe9c31,4,870.45,,
02b710296957ae6243953454ea20f38027fc1879169e3972451080306f04f94f,1,341.25,,
02bb84dad357f1ddfca609abbe748c26c51b2a82e48520f16670dc5b3e83897d,6,945.0,4.75,4.0
02c6e653a2d9f4e32bcd668da8bb5ab48d2aad3b60fc9c9e312f9e927022f227,8,647.065,,
02d70ee42176afe11b0570ca32254b3f150ee194d2d554d8f4ccff61261385fd,1,728.7,,
02df87aba63191e0d0312856200009166963d0b113823bf7cf19015344da1636,1,628.95,,
02e24456d36aa1a1a48e372fe022ff76b52dc8bf2b7a744b12a1dfeae4c3db7f,1,974.4,,
02eb8f056e53c46120a6006ffe32663408a731a170976364054090916a915bc4,3,556.9566666666666,,
02f2352424a3726b5702ddd5d865a0e3cebf5119c7b4f94f337514ae7fb8bde8,1,241.5,,
02f95d7074440f0402714ff799a287e59c87579aafec2a580367285698c6986c,1,603.0,5.0,1.0
02fc463ab4e0b22b6438d759e50583a13cc1c9039fa1d8eb3dcd7e5072238cb2,2,429.45,,
030a3cacb31f346eb2ff52d3479e11d6a9ddb321c9cd25b0f8c191c3a9305d58,1,1110.9,,
030cfd98f80f2254e283e69cb8b88f1d3fde780cff6666838fbf43731cf46465,1,628.95,,
0318826f12b937dfe764449fbbbfa73b0332978d0ce9ac5302ed55849534a057,1,604.8,,
031bb8c564ee276f6ebd3dbb9ae20d4fcee026e53f0faebd89d29f6d59159fbf,2,623.175,5.0,2.0
032502a9d98aada4b5267388194259f04992935d4183fb97245bfd6fc62fb57a,1,847.67,,
032cb48861f06d03e73c44d804c1e024a7fae463c3716e6c3eab53e746f34e82,3,656.0,,
033553972fcedd81eccffce304a463c6e77b1c02427c07ed1c2d27c6c50b3651,1,1030.3,,
0335d197fd285fb31e3717dd6e1c46145f366d896efd46e63b8817cd6038a4e5,1,628.95,,
033dd07fb46ff02ad85684cd78644bc4706cbb16fbc205dd3ad70695d610a8aa,3,704.2233333333334,,
034832d4b7d011459fc4b35648bc82fe163e9c40d7ff4309502827a569951b1a,1,372.75,,
034cc78c08c64286402d8a01098590fd83aa2fea6e604943e4b927e805676ebb,1,413.65,5.0,1.0
034f886338b41544d97c7da2ccd90e206350ed8b8d211bd0f8f00c6ccf95e5d4,2,226.275,,
035431016f9953bcab9c01d49c1e62a4ea7558d789f6327ddb69ae4d87f474c0,1,1088.08,,
035724caf6166e7449696b206db51f34069dcbe8d37313e07fa8f64cd9991a51,1,271.95,,
036d7b085b58dd4adbcc15d47409a449ff834b1db8b9e96d8cecf878308081be,1,260.4,,
037495bff86cc317e80a275fb81474abdbb1622b7191db9b9afd569c9bd70618,1,278.25,,
03783d263bad575a2372496d582ed690c4a38555807eebac4b199f27ddd76468,2,475.65000000000003,5.0,2.0
03822e67c8e143e3f7b2e8cced4064f399fa5e600c4a5e5c979b1484988febde,1,220.5,,
0384f2e50633de90d765f5a05a7ef3ac51f0039ac4eea8b8755ca145612e5266,1,481.95,,
038709334554f03032ca6306dcc887c78d6406309f27bcb52a64c674e78fa38f,3,573.3000000000001,,
03878b0de0c1c89640fdbc7223fb6f0b06b3fd5cec355e1254e1288d93064d7b,1,784.35,,
03889a5910f8e7f5d49025dc66a13106b2a05517b09b513622a4c6aad487f5fb,1,509.25,4.0,1.0
0395a7700081be0231139dbbad444198102efdbeafc5858e046702fbe3d42b1c,1,555.45,,
03b12e8e86940ed50f5e53e928dbf907874d4fd2957bc9e4669fc80db51c1923,1,261.45,5.0,1.0
03b2c97471b94ec813c5a374901abda110ddc5b98d16f3d8e29588ed75aeb592,1,1428.88,,
03c5d5e38f427369ce86c6657db28f4df3b6b1779755f08dd30a77019a09fdad,1,815.85,,
03d5d4e985ed73473cd0211ff2e21fc6f83577c94326a3e2e648f91f8bf6a482,1,912.98,,
03d98db84f0c46d132476c549ae07e4083d43a0063e45244366ee37703a58a2b,1,325.5,,
03d9d25a074d7ce2361baaa6dffb68c49ac9b6cfbdb95b3b3d358c251a27a496,1,333.38,,
03da70567d6cfe84ef87a836079d4de9e6ee4c2813d99dfd9555d297b97be6e0,5,1883.9099999999999,5.0,2.0
03dcb5fee83aa409bad5724b2a11dcccc1eea650e2c55f8a492e4bad2c997c5a,1,309.75,,
03e0b163c314a2af76b37b4241e815ae3025bc7fe7aa7a1916350160ddbe9eb0,1,973.35,,
03e7460f5535ad44a155593ad3d001f0cec04e9bd13ae3201f1a63ad6545f6ad,1,267.75,,
03f41549f3aea9d0027e85253ed7d6c01279e7dbd8068c53dc01f803a54e36cf,1,366.45,,
0404fc8886c35f9346e4d58ee6d81e0e5e6dec8d89b3a302c9760e8e19198070,3,1062.25,5.0,1.0
04062455a01d26b69c48fff955f020f9fbe18caa295e70bb719437ce93c377f8,4,688.545,5.0,1.0
0407bbfb8448eddd3c3bc005d17d2f4d0affa2923ef7a739c3653109cb03ab6c,1,378.0,3.0,1.0
041087dfb96d6042cbf453bebd894b17fba6c290368887123b1845c90f11e492,1,598.5,,
0410a267f30536f46df2717985a2f90edc7a6ae414527de2755308a11bd1e17c,1,756.0,5.0,1.0
0411800b4f75fb1d501b9087841a170b36402136eb0050cf27a5887d752d3510,1,1109.85,,
0414cb5abf526098e5ff74db777c70ed085d8f25e3aafa38284f8556261cff6a,1,3028.2,,
04237dfa1348de078d43863ad8a93eef901c30ce737c4a41e65adac22d87d126,1,593.25,,
0432e8198754fd2d269e0a32fb49c51f43f986c05308c099d33d4cb68dfe25a8,1,435.75,,
043be5d3fcfb5014f3fc6aa62cc3c1acb33a698dece8e33aa7c3ccf1d5330208,1,445.2,,
043fe7e0f66fc50f5063282e6db52111d482ee7e78ed0ccfd05bcb4f73770cf4,4,968.0999999999999,,
0442a91616d43d460c946232963ef4d09441f293213e362c4776007a8a28cf9a,2,418.95,,
04525c54b6ee6424235bfdbb5bae65aab9846f293c70fd1f90d0727ca32250df,1,612.36,,
045515fbedd95d3ab566821c4e63dff848214d2da2dfc28b26c3f8c9664a9773,1,1428.88,,
045a1e476aaab06e47abf2b3ab104c36b64cf0954c7e05d6b97667826e0d03ff,1,593.25,5.0,1.0
045ee7ff707e339c00876df349e7a58a622653c84267138b008bdd551130aca1,1,666.75,,
045f9714007f673604b3d9277bd1c6f9df01a359ee0831f89158e205d21b93a5,1,502.95,,
046557f688c84da5410196fa640819d46f42f0a31ad6b8b59982988b226ade7a,2,225.225,,
04684afd1294184cf9616aacf84c111ffbfc3663222a6938e7c5da4843aca182,2,704.075,,
046bc2ae014a439f89ca3574623f18fb867dba57d83b988a02d7e5e8f4711360,1,236.25,,
046c17f8eb324e2bcb3dec59463ca7d2d86739c1ddaa1c464fb2df80c9e6e232,1,838.95,,
047a5d7afebdabf9391c937c8772a9d92d61c4e4f9c724f611c61dc22a782c53,1,168.0,5.0,1.0
047cc099f2d8b3f965a4d15aced78d56141d8d8525291de9ef3e1564ad84f31b,1,459.9,,
047db33af27f924ec0fd806b83cfac3a595eeb533bc23eb90256d5a68df07282,4,413.4375,,
0480501ea3815273f7b13a7a6c0bdcdb8907eca0061ec4c1e1d918149b8a636a,2,1544.585,,
04856cfea5c9a947724e982e2b607fdab856adae5abd8ca353c76f69a48ea07b,1,691.95,,
048ccc840127c339f7d6313136a3da1f9209de7f276b9566d06d633f475643a2,1,727.65,,
04917ec3ffe7eb21ce7241cb8200b444957c10cce87978036767d7799edd536c,1,824.25,,
0492581466530bd771a76e941dd350c2980177f14b5e9294aa5bdf8ee9c6c08e,1,523.95,,
049eae443f681a0d4778e299b7fc1c4098328ee9adcb83534178c77710405f66,1,651.0,,
04a59529ef51e3c0bc5d56c92d979f976dad91de004bba655e0edfee032ba2c2,1,220.5,,
04a69fb884d7fada988305e4cf3e97430a772a983ee8ca2722e16b5e8113a757,1,166.95,5.0,1.0
04a894551b11ff4f690d97f355ab3185ff5a61f5cf72b48b9c84c9e5b79df132,4,792.365,,
04ad0ce2d6ed2bbcd4bc7b126a2d0d466a0d1c0b75aa752eea164c39db4f551f,1,857.85,,
04b00408c17a87dc51c5112d6ed1a5b68484960d5531205f1462c4b7afc948d4,3,782.6,,
04ba3c4be9a5a665e54950086f553da4e144bb07fdfab4781212cdbf7b7b4f15,1,614.25,,
04c0287c483b085b0cb3e60d7641f6e0327efca22fa65371dd3f2c1a85edf961,1,1015.35,,
04c919887fd9022380d6944704909fb7345dbc2a414e76df9e917150abb51a50,1,987.0,,
04cd27adb98a41e5de4e2d818e48e35d934d8bf0f6d73eff271d1eaaf269dcea,1,827.4,,
04d7f2d7b13b2f273dfd0cd7dbf6a5efc170c3c315857f5869bd07cb292cf0d7,1,735.46,,
04da611ac400acfd2a25f7bff377712f60ab5a277b714923804a9f495fd96d14,1,753.95,,
04db6c50b6302546390ad0d185a93ff32d2b564f633ebbb32998650f44aecdd7,1,827.4,,
04e2ba53a3a6287fe70fa82c13671eea747d8e3386fedd224417d3481c813fbc,1,628.95,5.0,1.0
04f397517cf771435d483f57446b292b2139521068e59dfbbf1fb9c2ee1adc69,1,1240.67,,
04f5278fe6103f13a01d43afdf1584ac50c59fba088d4c8cdac5311b741013b9,1,303.45,,
04fda0c982d918e8266f4bb65b06e18fcbfde5df489bf4ab0021500f4603969b,1,366.45,,
0503d2524556cbdba229d248d1e464743e7f0b14b2551ac29906f0478423cc54,1,722.4,,
050d7cdbcf583469831c270a9af9f8a8cb7bd0ccf20df3c0a8954c03771d8e47,1,502.95,,
050f8ac81271e819cf6b6eac671a58cb6fc40db513f6c60b83b4b5204c47122b,1,628.95,,
051121d45dee8cd1df4ca6ac9b6769566ae19805f9feed4041ba2b2c22a33769,1,939.75,,
052d2018ba5b5d5f406f51a9cb65693f74a6d2efb6a03cb6b7f394d8ac96db09,1,512.4,,
052da01c017ccc32c454ada134cc500529bea5a47726d54365d98f7862e78158,1,1144.5,,
052da13cecd2a9a6aeef7862b41b318ebd0ddaeae33770304de69bf1ffeef144,2,492.45000000000005,,
052fd1a6117c9de09b5b4cebc0bac75d22b55a16c0be2b1d131436a0ba9936b9,1,1205.4,,
05303a03e20beb4e0835af17bdf63ee3806f0498cbdecaf5dde43713257499c3,2,676.2,,
05308ae51134199230a562bab9aced787346297fcdd1fe8aee742ea4466cc5d2,2,638.4,,
05335853066b49d68a2d224a95e02e8a614fc699984e7e076b0166fd1df3cf44,1,706.55,,
053f1c61f73de7ea3c6414c50357c8b8d8e73e94471533aab28fef0ee3ef1849,2,738.15,,
054b222f2828fca5aaff5c13e3ec6541afe3bd8a7e4cf309c1b36a40e288b361,1,534.45,,
054df6e02e7f3f06c439ff7ebbc8b37d3448aa442142458f2496b05be07a6b68,1,541.8,,
05562de51180434ab4193724fb64997a44f7736a15088842d82e24761f3f6101,2,823.2,,
0556fa96b18bd004a37d2b3f542d091e64f3a0e646dd1ef185c6cff753d61977,1,345.45,1.0,1.0
055ccca4596adc4bdc798fdf92eba5d2fa47922a87a8507f3dc59c2347efe633,1,322.88,,
055e695f8a6e725a527012d60f1fe647836d161b07bd4fbd4b4311e31b92904c,1,586.95,,
055fb8b9e577e19536e5416c584223dfeba49776db5dc31e798aa40c45d91498,1,282.45,,
056027e8e28c1ebd006f8c0060d278b7033877c64b2a676909e7079d0857db06,4,542.0625,,
057d730ed0a3375de69e7a52622a5cda123cfa526e12fd4122c504fbf81f2c8a,4,1040.55,5.0,1.0
05820f71f305f8c62f3dc38a4cda9b82c42a15f6128c1b6a5737d652a7c06d17,1,838.95,,
058beff6e509fad2da479b49ffd12fd5b1a00604f699062b73e5d1195713b9bb,1,366.45,3.0,1.0
058c5e203951d955270d261ccbbe162804991db7eb362a1be2d5ca6ed011fa3d,2,1147.3899999999999,,
058e6ec152a1b671d4e41532ea8caa550ded393496e0d95ac9b6a5761d782095,1,974.4,,
058f5d5bc9498422e3a8cc23de59af135a0956a7e734b0afe786868e2f1792b9,1,733.95,,
059272999b55cc82dd2e03212868ca5d01e2933508c923f3c7c9047d1d79271f,2,231.0,,
059849232296b5eb69db33bba890816ef57a7ede96954dbde86a987e85c3bf73,1,362.25,,
059ec22dd8a7bd3b2b4d3f9465ae25e1b1048502aee13f5ef583fc78018fea0c,2,307.28499999999997,,
05ac031129ddcec52dec3005b2b645f8498161205e50d33d834487ea5ba4814b,3,677.25,5.0,1.0
05b65a32501f08acea1c07b24e8bc65f76c182076c7ad510f204a9ea828c30b6,1,901.95,,
05bb84f3a61ce1b9c928eb2f1341a97db1430d2363633aa88718a060a387f68d,1,681.45,,
05bd84e5d4484aeda3056bbe5b03629b927723d5b287b731ef31a45a79f32f1a,1,614.25,,
05c7e40aed04d7e26f21d26e66fd161971ed507d8eb9bfc211f6eb2c9ae697a5,1,586.95,,
05db6e3a245ca12e90278adb1986f6da79d5056b7c6b7f8f095eecd04e570ec8,1,229.95,,
05dd999794fe0b75bbd6c55fd2b7a87c6c7eeac28c1344b90f581d2100359d28,2,598.66,,
05e51adb8df88a6b0c6e336cb29e86080066b0b7fbd1f98c2d5ae42c2ee8a786,1,1010.7,,
05f4fb7b55ba87fc101657f2ef9cc01ebe5d6545c72f078a3b333b41d777df5d,1,925.05,,
05f621a8cf0f59823a49f690e3e5276dc0f869a59c58525cd1f3bcb2149eb62f,1,1478.4,,
05f7dcdb4bbce6df1357189e974f6de67a709a8a66aacc8c97adb8c4a19e5d32,3,785.0500000000001,5.0,1.0
05f95cc132c945f30a3724e47735d87302119059ca1b7fff5efbf6bccab40afd,1,1558.31,,
0600ca635d7ec0f588a759683d157f9866e696761eca9257de0a530d3ddb856e,1,341.25,,
0607e89ca2cfc233093e7468a68b51c9a6d67d4ef71616ca94557e05575eb03e,1,796.95,,
0609cc70434fe44541d69fc7e7c7f48c9d5d9025d50026efc7445d3fe91b6735,3,775.6,,
060b3ac59055ff75ccebaae0b196a0f9ba18a9f4715406b2d3b0a25e8b346a61,1,334.95,,
061709c8ce79bfa1c343c5015d8f91dee4c854c19e01fbf288035d558b6b11be,6,776.5633333333334,,
06189cdf1b182d68072edd40530ad42c1c9a3aa22110dcb2e9a8939a61d878b9,1,660.45,,
06194e1b25e73da0332cb6b098091d74d55c6302e85843460973ac8ee930e771,2,353.85,,
06195a11470b86bf3b401af890afa6caa448aa9460c760dd75ea34141ac79441,1,649.95,,
061c0d25ea52653a9cf8a18f9d78f608fd70246bc96075ce05fb652984f693ef,1,974.4,,
061f0e06e0f3e9f1b0b41fa2671f8ee83c72d6b9d218c57e9b77980f29f9db67,4,697.915,5.0,1.0
06394f9d7978a6a2998677afefff6058a6eb8fab42018fce1f5eb1a023e530b3,1,953.4,4.0,1.0
063aeced2fede9af0b53b703ea3045d32417a92a819da152416a8148ac175c2c,1,187.95,,
063b88a302fa46c210058b16cb20499f653069d8f0c090a051cc1f9ba827efd4,2,817.4250000000001,,
063bc7563faf8283fc429a8848317ce43afd318b3a511f28af297b0705ba1855,3,375.02666666666664,,
0641633e6f12199a503f99999a9d0f38a7f197677e16d1425dc1a9917fc947fa,1,334.95,,
0642bc14063e09ae72651525307e3eef11543979140f421e872eaed2fac2ae20,1,1141.35,4.0,1.0
0644695d78883d088e93e0e7a96a6b154232a83e7e069ed5c26048eaeb16e795,1,837.9,1.0,1.0
0646b1bab5f82ac9ffa9ee114ba6f39c660683bb1b5c0301cf0467b329de77fa,1,504.0,,
0648518ec03e27aafd1f14d2b6df24f72f7290ca9e221f46d9037b73b85dfece,1,796.95,,
0654a381ffc26cb749802f75fcd9204ae73869de288353cd5491e00f2d17ca16,1,770.18,,
0659ccd5c2812a40466d4ac39762f6b59d3aa2524704b33f7a3ab59171363ab6,1,177.45,,
065b645cc7f5d5c496f79932dfe23f4e6c39dfe5fdb4e8146378e119c70f6cf5,2,471.45000000000005,,
065fdff044e6d2abe58f3c741d9355bc0348a589dc953a945593c234bd9475cb,1,806.09,5.0,1.0
0679d29dcb589eed3ea4e02a9d013976e1fa8896defc25753b6bbdc35469ca1d,1,215.25,,
067a27a8503e939bc78805a2361d7b970191f538eec582704c896bbbbdccacca,2,322.09,2.0,1.0
067d309b6ffe647a3a5d88d98fde6e7daced7a1e00c22ab836f88575357d9fb5,2,931.875,1.0,1.0
068174b89d7eb4927bf439cbca91c5e0082fef32e4cd6964563648cc7b429425,1,530.25,5.0,1.0
0688dd56453b504ff0b877ce245a3519e1fbda2ccb1aa41bd7a77c9381dbe693,1,637.35,,
0689b0d3c91bb87b9250de2764940be1f5c1d9ab622684389a226b1e7f24586e,1,759.68,,
068ceaae9584766fa7d0a8134f56f1e29375ca770513675e69fbc9da54dc61ea,1,689.85,,
0694bbc71a488633a2672d8aa97d1037f4b1bf538e9820fa2dcc3dd5c02a566b,1,1193.85,,
06a87214e36e27321c1f6b6dca46ee192f1189d8d633c132b8444beafb65d8b5,3,808.85,,
06a96d8d07ca17914007d7101844384e6b7dcf7f606c8b616e4770ac7b7a0f88,1,267.75,,
06ace387dec95dbd872db2212772bcbb75167a1765d01495172f255184653773,1,900.9,,
06ae4eceb14b9e8030af5dc2124e2e3bc972a722b5d7fd514f41e4d5a5b07fee,1,509.25,,
